payment_ref,invoice_no,vendor_id,vendor_category,business_unit,transaction_date,amount,is_duplicate,post_migration,treated_bu
PMT-001962,INV-95892,V1096,Consulting,BU_West,2023-07-26,39815.01,0,1,0
PMT-005314,INV-58200,V1008,Facilities,BU_Central,2023-07-26,8511.06,0,1,0
PMT-005802,INV-18694,V1072,Consulting,BU_East,2023-07-26,47647.89,0,1,0
PMT-000813,INV-62654,V1087,Logistics,BU_South,2023-07-26,3454.24,0,1,1
PMT-000867,INV-27197,V1093,IT Services,BU_North,2023-07-26,44528.11,0,1,1
PMT-DUP-000359,INV-92998,V1040,Consulting,BU_West,2023-07-26,20291.81,1,1,0
PMT-014712,INV-44854,V1092,Logistics,BU_Central,2023-07-26,4284.62,0,1,0
PMT-001816,INV-61744,V1099,Logistics,BU_Central,2023-07-26,11503.72,0,1,0
PMT-003177,INV-96462,V1061,IT Services,BU_North,2023-07-26,7814.65,0,1,1
PMT-008353,INV-42502,V1005,Consulting,BU_East,2023-07-26,37752.34,0,1,0
PMT-008320,INV-66621,V1006,Facilities,BU_South,2023-07-26,4006.16,0,1,1
PMT-010505,INV-28720,V1063,Facilities,BU_North,2023-07-26,1196.37,0,1,1
PMT-000201,INV-96200,V1000,Consulting,BU_Central,2023-07-26,7846.82,0,1,0
PMT-007494,INV-62063,V1050,Consulting,BU_Central,2023-07-26,40287.21,0,1,0
PMT-010764,INV-67624,V1093,IT Services,BU_South,2023-07-26,50183.99,0,1,1
PMT-DUP-000030,INV-68650,V1054,IT Services,BU_North,2023-07-27,6208.8,1,1,1
PMT-002857,INV-85324,V1016,IT Services,BU_North,2023-07-27,38966.25,0,1,1
PMT-004762,INV-95281,V1012,Logistics,BU_West,2023-07-27,14147.52,0,1,0
PMT-007035,INV-31724,V1012,IT Services,BU_East,2023-07-27,64902.84,0,1,0
PMT-010533,INV-73780,V1014,Consulting,BU_North,2023-07-27,31130.11,0,1,1
PMT-005255,INV-44881,V1065,Office Supplies,BU_South,2023-07-27,3708.64,0,1,1
PMT-005801,INV-60285,V1022,IT Services,BU_North,2023-07-27,33878.09,0,1,1
PMT-002055,INV-58908,V1095,Facilities,BU_West,2023-07-27,8991.54,0,1,0
PMT-007587,INV-17917,V1074,Logistics,BU_West,2023-07-27,11490.07,0,1,0
PMT-012188,INV-18415,V1099,Office Supplies,BU_East,2023-07-27,4683.59,0,1,0
PMT-013388,INV-23430,V1008,Consulting,BU_East,2023-07-27,10452.57,0,1,0
PMT-001353,INV-88172,V1087,Logistics,BU_North,2023-07-27,11782.21,0,1,1
PMT-009603,INV-95303,V1004,Logistics,BU_Central,2023-07-27,7005.01,0,1,0
PMT-003118,INV-34404,V1081,Logistics,BU_East,2023-07-27,6301.85,0,1,0
PMT-011124,INV-47871,V1086,Office Supplies,BU_West,2023-07-27,3122.44,0,1,0
PMT-003125,INV-79838,V1043,Office Supplies,BU_East,2023-07-27,3740.5,0,1,0
PMT-005531,INV-60900,V1042,IT Services,BU_Central,2023-07-27,61623.4,0,1,0
PMT-000735,INV-42748,V1070,Logistics,BU_West,2023-07-27,13190.55,0,1,0
PMT-003237,INV-69285,V1058,Consulting,BU_West,2023-07-27,33433.43,0,1,0
PMT-000131,INV-91560,V1016,Consulting,BU_South,2023-07-27,31905.34,0,1,1
PMT-014289,INV-68692,V1046,Logistics,BU_East,2023-07-27,4824.33,0,1,0
PMT-002544,INV-81659,V1030,Facilities,BU_West,2023-07-27,7872.47,0,1,0
PMT-001108,INV-39912,V1043,Office Supplies,BU_North,2023-07-27,3770.02,0,1,1
PMT-013175,INV-42228,V1057,IT Services,BU_East,2023-07-27,74835.34,0,1,0
PMT-004474,INV-61544,V1053,Consulting,BU_Central,2023-07-27,39731.59,0,1,0
PMT-011576,INV-50291,V1060,Consulting,BU_Central,2023-07-27,39711.59,0,1,0
PMT-010045,INV-45917,V1089,Consulting,BU_Central,2023-07-27,26637.9,0,1,0
PMT-010061,INV-79472,V1002,Consulting,BU_West,2023-07-27,35703.94,0,1,0
PMT-DUP-000194,INV-30208,V1052,IT Services,BU_North,2023-07-27,19918.38,1,1,1
PMT-005722,INV-47575,V1082,Logistics,BU_Central,2023-07-27,4134.56,0,1,0
PMT-001014,INV-73813,V1044,Consulting,BU_East,2023-07-27,37348.59,0,1,0
PMT-010092,INV-64387,V1027,Office Supplies,BU_South,2023-07-27,4604.14,0,1,1
PMT-000561,INV-39603,V1089,Logistics,BU_West,2023-07-27,13442.47,0,1,0
PMT-010565,INV-13447,V1013,Logistics,BU_Central,2023-07-27,3970.5,0,1,0
PMT-011489,INV-47069,V1020,Consulting,BU_Central,2023-07-27,40936.52,0,1,0
PMT-003941,INV-12026,V1018,Consulting,BU_Central,2023-07-27,5540.24,0,1,0
PMT-007568,INV-26343,V1071,Logistics,BU_West,2023-07-27,11790.2,0,1,0
PMT-DUP-000264,INV-23767,V1073,Consulting,BU_South,2023-07-27,10578.13,1,1,1
PMT-001439,INV-97466,V1083,IT Services,BU_North,2023-07-27,42315.49,0,1,1
PMT-005958,INV-10649,V1060,Logistics,BU_West,2023-07-27,13809.05,0,1,0
PMT-013765,INV-81982,V1073,Office Supplies,BU_East,2023-07-27,2451.98,0,1,0
PMT-013753,INV-80821,V1031,IT Services,BU_South,2023-07-27,5949.26,0,1,1
PMT-002144,INV-79479,V1068,IT Services,BU_North,2023-07-27,70393.48,0,1,1
PMT-014731,INV-73826,V1078,Office Supplies,BU_West,2023-07-27,3576.31,0,1,0
PMT-014718,INV-33146,V1083,IT Services,BU_South,2023-07-27,20394.08,0,1,1
PMT-005897,INV-24591,V1092,IT Services,BU_South,2023-07-28,79399.78,0,1,1
PMT-007916,INV-78794,V1094,IT Services,BU_Central,2023-07-28,59807.17,0,1,0
PMT-002181,INV-20416,V1081,Consulting,BU_East,2023-07-28,5800.59,0,1,0
PMT-012540,INV-87845,V1084,Consulting,BU_North,2023-07-28,19521.28,0,1,1
PMT-010964,INV-23526,V1012,Consulting,BU_North,2023-07-28,5297.75,0,1,1
PMT-DUP-000314,INV-42483,V1013,IT Services,BU_South,2023-07-28,26615.9,1,1,1
PMT-014420,INV-21192,V1024,Consulting,BU_Central,2023-07-28,27451.49,0,1,0
PMT-006278,INV-91976,V1038,Consulting,BU_West,2023-07-28,31816.73,0,1,0
PMT-007184,INV-88588,V1063,IT Services,BU_West,2023-07-28,79194.22,0,1,0
PMT-006343,INV-88168,V1021,Consulting,BU_South,2023-07-28,27499.73,0,1,1
PMT-010139,INV-60157,V1099,Office Supplies,BU_Central,2023-07-28,1689.55,0,1,0
PMT-006013,INV-85837,V1052,IT Services,BU_South,2023-07-28,37961.94,1,1,1
PMT-010209,INV-90538,V1076,Office Supplies,BU_West,2023-07-28,4072.72,0,1,0
PMT-000207,INV-70482,V1014,IT Services,BU_North,2023-07-28,76295.54,0,1,1
PMT-005771,INV-28715,V1000,Consulting,BU_Central,2023-07-28,42139.66,0,1,0
PMT-014955,INV-45374,V1019,Consulting,BU_West,2023-07-28,14568.16,0,1,0
PMT-006191,INV-59863,V1092,IT Services,BU_West,2023-07-28,28470.92,0,1,0
PMT-DUP-000344,INV-27549,V1079,IT Services,BU_South,2023-07-28,74381.5,1,1,1
PMT-006790,INV-63708,V1016,IT Services,BU_North,2023-07-28,77649.72,0,1,1
PMT-DUP-000319,INV-37231,V1061,Facilities,BU_South,2023-07-28,2478.68,1,1,1
PMT-002646,INV-91515,V1037,Logistics,BU_East,2023-07-28,4945.55,0,1,0
PMT-011810,INV-45644,V1005,IT Services,BU_North,2023-07-28,39582.74,0,1,1
PMT-004196,INV-63429,V1060,IT Services,BU_North,2023-07-28,50451.13,1,1,1
PMT-013674,INV-49479,V1089,IT Services,BU_North,2023-07-28,30219.79,0,1,1
PMT-006542,INV-44983,V1076,Consulting,BU_Central,2023-07-28,25747.57,0,1,0
PMT-005488,INV-42531,V1023,Consulting,BU_South,2023-07-28,37787.02,0,1,1
PMT-001890,INV-71156,V1066,Office Supplies,BU_East,2023-07-28,3456.64,0,1,0
PMT-008895,INV-75297,V1076,Office Supplies,BU_North,2023-07-28,1590.79,0,1,1
PMT-013959,INV-91633,V1093,Logistics,BU_East,2023-07-28,8970.08,0,1,0
PMT-003279,INV-44286,V1044,Office Supplies,BU_East,2023-07-28,2148.29,0,1,0
PMT-DUP-000225,INV-76173,V1099,IT Services,BU_South,2023-07-28,5767.54,1,1,1
PMT-000124,INV-18161,V1053,Logistics,BU_East,2023-07-28,6994.58,0,1,0
PMT-004406,INV-11710,V1073,Logistics,BU_West,2023-07-28,3842.99,0,1,0
PMT-005404,INV-59408,V1044,IT Services,BU_South,2023-07-28,26845.44,0,1,1
PMT-005383,INV-30474,V1011,Office Supplies,BU_Central,2023-07-28,4078.79,0,1,0
PMT-003157,INV-54996,V1017,Consulting,BU_West,2023-07-28,34524.18,0,1,0
PMT-001668,INV-74447,V1010,IT Services,BU_North,2023-07-28,71780.71,0,1,1
PMT-003150,INV-86922,V1087,Consulting,BU_South,2023-07-28,37054.22,0,1,1
PMT-010670,INV-16453,V1074,Logistics,BU_Central,2023-07-28,1756.55,0,1,0
PMT-DUP-000292,INV-21718,V1031,Facilities,BU_South,2023-07-28,2392.75,1,1,1
PMT-010340,INV-59340,V1087,Consulting,BU_West,2023-07-28,22027.11,0,1,0
PMT-004644,INV-27790,V1094,Facilities,BU_South,2023-07-28,6420.71,0,1,1
PMT-002223,INV-40333,V1081,IT Services,BU_Central,2023-07-28,35725.47,0,1,0
PMT-000159,INV-72402,V1030,Logistics,BU_West,2023-07-28,6725.34,0,1,0
PMT-006097,INV-99294,V1078,Office Supplies,BU_East,2023-07-28,4735.67,0,1,0
PMT-009422,INV-33881,V1050,Logistics,BU_West,2023-07-28,13349.99,0,1,0
PMT-008626,INV-42383,V1087,Office Supplies,BU_West,2023-07-28,1312.9,0,1,0
PMT-004970,INV-84642,V1014,Facilities,BU_North,2023-07-28,8845.45,0,1,1
PMT-003045,INV-88447,V1097,Logistics,BU_North,2023-07-28,10930.15,1,1,1
PMT-001543,INV-70570,V1071,IT Services,BU_East,2023-07-29,57585.47,0,1,0
PMT-012863,INV-30016,V1051,Consulting,BU_South,2023-07-29,29826.43,0,1,1
PMT-009764,INV-51612,V1039,Logistics,BU_West,2023-07-29,9498.81,0,1,0
PMT-000183,INV-48175,V1060,Consulting,BU_West,2023-07-29,47248.85,0,1,0
PMT-008453,INV-97335,V1098,Consulting,BU_East,2023-07-29,35064.64,0,1,0
PMT-006824,INV-72113,V1014,Logistics,BU_South,2023-07-29,11068.75,0,1,1
PMT-009670,INV-10599,V1077,IT Services,BU_Central,2023-07-29,48223.16,0,1,0
PMT-004909,INV-48664,V1031,IT Services,BU_North,2023-07-29,49702.26,0,1,1
PMT-004742,INV-32032,V1095,Consulting,BU_North,2023-07-29,31866.64,0,1,1
PMT-004914,INV-26310,V1047,Office Supplies,BU_East,2023-07-29,2640.67,0,1,0
PMT-001999,INV-76330,V1026,IT Services,BU_West,2023-07-29,30080.09,0,1,0
PMT-004078,INV-17012,V1017,Consulting,BU_West,2023-07-29,40368.43,0,1,0
PMT-007707,INV-19192,V1089,Consulting,BU_Central,2023-07-29,44498.77,0,1,0
PMT-014210,INV-44161,V1044,IT Services,BU_North,2023-07-29,26838.35,0,1,1
PMT-004981,INV-49335,V1077,Consulting,BU_North,2023-07-29,30640.05,0,1,1
PMT-000222,INV-54375,V1033,Office Supplies,BU_South,2023-07-29,2184.22,0,1,1
PMT-013685,INV-19266,V1032,Logistics,BU_South,2023-07-29,9667.55,0,1,1
PMT-012653,INV-26726,V1052,Logistics,BU_South,2023-07-29,11379.88,0,1,1
PMT-013983,INV-20977,V1055,Consulting,BU_East,2023-07-29,25143.31,0,1,0
PMT-010440,INV-18325,V1002,IT Services,BU_West,2023-07-29,75487.0,0,1,0
PMT-003242,INV-61488,V1027,Logistics,BU_East,2023-07-29,9716.06,1,1,0
PMT-007367,INV-27342,V1017,Consulting,BU_Central,2023-07-29,10546.22,0,1,0
PMT-011779,INV-94715,V1042,IT Services,BU_North,2023-07-29,43308.62,0,1,1
PMT-002057,INV-60439,V1015,Facilities,BU_North,2023-07-29,1438.43,0,1,1
PMT-000602,INV-41722,V1038,Office Supplies,BU_West,2023-07-29,599.56,0,1,0
PMT-003309,INV-62853,V1041,Consulting,BU_West,2023-07-29,12384.48,0,1,0
PMT-006668,INV-44405,V1067,Office Supplies,BU_West,2023-07-29,2375.02,0,1,0
PMT-006480,INV-76353,V1092,IT Services,BU_East,2023-07-29,30682.46,0,1,0
PMT-009961,INV-45584,V1043,IT Services,BU_South,2023-07-29,30422.81,0,1,1
PMT-007006,INV-44562,V1003,IT Services,BU_North,2023-07-29,67331.33,0,1,1
PMT-003201,INV-59431,V1052,IT Services,BU_North,2023-07-29,56315.68,0,1,1
PMT-005779,INV-19881,V1040,Office Supplies,BU_West,2023-07-29,4374.19,0,1,0
PMT-014242,INV-66509,V1026,Office Supplies,BU_West,2023-07-29,1183.12,0,1,0
PMT-004862,INV-32308,V1036,IT Services,BU_Central,2023-07-29,58556.53,0,1,0
PMT-001253,INV-39170,V1052,Facilities,BU_North,2023-07-29,2644.37,0,1,1
PMT-002913,INV-31818,V1031,IT Services,BU_North,2023-07-29,18047.28,0,1,1
PMT-006203,INV-95043,V1084,Logistics,BU_Central,2023-07-29,14981.78,0,1,0
PMT-001789,INV-99417,V1066,Facilities,BU_West,2023-07-29,2595.53,0,1,0
PMT-003084,INV-41780,V1020,Office Supplies,BU_South,2023-07-30,2333.34,0,1,1
PMT-007946,INV-76194,V1042,IT Services,BU_Central,2023-07-30,7801.37,0,1,0
PMT-007093,INV-62118,V1067,Consulting,BU_South,2023-07-30,29409.21,0,1,1
PMT-001563,INV-23424,V1020,Facilities,BU_East,2023-07-30,7541.15,0,1,0
PMT-014783,INV-50619,V1025,Facilities,BU_West,2023-07-30,9093.7,0,1,0
PMT-009194,INV-95046,V1075,Consulting,BU_South,2023-07-30,27652.39,1,1,1
PMT-009193,INV-82957,V1036,Consulting,BU_East,2023-07-30,20782.62,0,1,0
PMT-011323,INV-49801,V1038,Consulting,BU_North,2023-07-30,36809.72,1,1,1
PMT-005792,INV-49882,V1027,IT Services,BU_East,2023-07-30,72090.41,0,1,0
PMT-003699,INV-90790,V1031,IT Services,BU_Central,2023-07-30,17187.38,0,1,0
PMT-011192,INV-28721,V1009,Consulting,BU_South,2023-07-30,11231.61,0,1,1
PMT-014067,INV-91685,V1039,IT Services,BU_Central,2023-07-30,40802.37,0,1,0
PMT-011632,INV-22660,V1023,IT Services,BU_South,2023-07-30,39646.1,0,1,1
PMT-013855,INV-13916,V1046,IT Services,BU_East,2023-07-30,46054.07,1,1,0
PMT-005309,INV-76216,V1058,IT Services,BU_North,2023-07-30,74680.73,0,1,1
PMT-004221,INV-44066,V1074,Office Supplies,BU_South,2023-07-30,1715.26,0,1,1
PMT-DUP-000140,INV-63429,V1060,IT Services,BU_North,2023-07-30,50451.13,1,1,1
PMT-005702,INV-13242,V1037,Logistics,BU_West,2023-07-30,13336.76,0,1,0
PMT-006390,INV-25468,V1011,Consulting,BU_East,2023-07-30,38828.98,0,1,0
PMT-005321,INV-39870,V1004,Office Supplies,BU_West,2023-07-30,3073.41,0,1,0
PMT-000291,INV-65435,V1096,Consulting,BU_East,2023-07-30,24579.38,0,1,0
PMT-006346,INV-76468,V1071,Logistics,BU_South,2023-07-30,9281.4,0,1,1
PMT-003736,INV-80120,V1052,IT Services,BU_North,2023-07-30,66342.81,1,1,1
PMT-007842,INV-98107,V1000,IT Services,BU_East,2023-07-30,5273.5,0,1,0
PMT-000556,INV-46010,V1092,Office Supplies,BU_North,2023-07-30,4171.25,0,1,1
PMT-DUP-000220,INV-88447,V1097,Logistics,BU_North,2023-07-30,10930.15,1,1,1
PMT-002610,INV-36680,V1010,Logistics,BU_Central,2023-07-30,4196.64,0,1,0
PMT-003745,INV-86399,V1064,Office Supplies,BU_East,2023-07-30,3196.75,0,1,0
PMT-008334,INV-12727,V1005,Office Supplies,BU_East,2023-07-30,3324.31,0,1,0
PMT-DUP-000085,INV-85837,V1052,IT Services,BU_South,2023-07-30,37961.94,1,1,1
PMT-013957,INV-59490,V1051,Logistics,BU_South,2023-07-30,9061.84,0,1,1
PMT-002023,INV-23344,V1063,Consulting,BU_East,2023-07-30,22325.95,0,1,0
PMT-014902,INV-23124,V1084,IT Services,BU_West,2023-07-30,5843.79,0,1,0
PMT-000049,INV-98259,V1006,Consulting,BU_West,2023-07-30,27568.44,0,1,0
PMT-012818,INV-53857,V1093,IT Services,BU_South,2023-07-30,45692.83,0,1,1
PMT-011747,INV-98348,V1018,Logistics,BU_Central,2023-07-30,13921.74,0,1,0
PMT-004155,INV-97209,V1084,Consulting,BU_North,2023-07-30,22667.13,0,1,1
PMT-004712,INV-51647,V1075,Office Supplies,BU_South,2023-07-30,3123.49,0,1,1
PMT-005572,INV-45031,V1057,IT Services,BU_North,2023-07-30,21214.14,0,1,1
PMT-014771,INV-82453,V1077,Consulting,BU_Central,2023-07-30,18194.73,0,1,0
PMT-007535,INV-29639,V1099,IT Services,BU_South,2023-07-31,15553.09,0,1,1
PMT-011127,INV-77610,V1041,IT Services,BU_West,2023-07-31,51088.9,0,1,0
PMT-007998,INV-56176,V1044,Facilities,BU_Central,2023-07-31,9427.65,1,1,0
PMT-DUP-000005,INV-95046,V1075,Consulting,BU_South,2023-07-31,27652.39,1,1,1
PMT-010949,INV-58589,V1061,IT Services,BU_Central,2023-07-31,10451.9,0,1,0
PMT-009743,INV-93582,V1029,Consulting,BU_West,2023-07-31,13919.22,0,1,0
PMT-DUP-000015,INV-49801,V1038,Consulting,BU_North,2023-07-31,36809.72,1,1,1
PMT-007756,INV-44377,V1058,Consulting,BU_South,2023-07-31,16724.66,0,1,1
PMT-001134,INV-27907,V1023,Consulting,BU_South,2023-07-31,30809.77,0,1,1
PMT-003553,INV-13129,V1047,IT Services,BU_West,2023-07-31,24625.35,0,1,0
PMT-002995,INV-49171,V1075,Consulting,BU_South,2023-07-31,34299.52,0,1,1
PMT-001245,INV-93472,V1095,IT Services,BU_West,2023-07-31,49154.86,0,1,0
PMT-007096,INV-92285,V1088,Consulting,BU_East,2023-07-31,22742.95,0,1,0
PMT-008659,INV-18527,V1098,IT Services,BU_Central,2023-07-31,42396.83,0,1,0
PMT-005364,INV-36684,V1006,Office Supplies,BU_East,2023-07-31,2176.11,0,1,0
PMT-006697,INV-45131,V1008,Consulting,BU_West,2023-07-31,13863.6,0,1,0
PMT-008304,INV-24383,V1045,Consulting,BU_South,2023-07-31,31282.93,0,1,1
PMT-000778,INV-81568,V1044,Consulting,BU_West,2023-07-31,13719.75,0,1,0
PMT-009922,INV-46446,V1037,IT Services,BU_Central,2023-07-31,63100.76,0,1,0
PMT-007674,INV-68625,V1096,IT Services,BU_East,2023-07-31,34628.04,0,1,0
PMT-011892,INV-23033,V1008,Consulting,BU_East,2023-07-31,42289.44,0,1,0
PMT-004361,INV-77458,V1092,Facilities,BU_North,2023-07-31,3681.91,0,1,1
PMT-001871,INV-74091,V1090,Consulting,BU_Central,2023-07-31,45504.91,0,1,0
PMT-003707,INV-28924,V1057,IT Services,BU_North,2023-07-31,24061.05,0,1,1
PMT-003356,INV-62502,V1063,Consulting,BU_East,2023-07-31,7631.7,0,1,0
PMT-012437,INV-88873,V1029,Consulting,BU_West,2023-07-31,7213.14,0,1,0
PMT-001738,INV-84511,V1092,Logistics,BU_North,2023-07-31,12734.17,0,1,1
PMT-008106,INV-15666,V1050,IT Services,BU_West,2023-07-31,77581.57,0,1,0
PMT-002460,INV-79152,V1066,Consulting,BU_West,2023-07-31,38711.71,0,1,0
PMT-009483,INV-57787,V1085,Logistics,BU_North,2023-07-31,6766.92,0,1,1
PMT-012098,INV-94215,V1091,Office Supplies,BU_West,2023-07-31,4830.67,0,1,0
PMT-008948,INV-11648,V1038,IT Services,BU_North,2023-07-31,16130.76,0,1,1
PMT-004616,INV-44304,V1042,IT Services,BU_West,2023-07-31,40695.67,0,1,0
PMT-008251,INV-31271,V1015,IT Services,BU_East,2023-07-31,27653.66,0,1,0
PMT-006982,INV-60788,V1052,Facilities,BU_East,2023-07-31,9388.22,0,1,0
PMT-001394,INV-93568,V1056,IT Services,BU_West,2023-07-31,77047.02,0,1,0
PMT-006117,INV-41465,V1086,Consulting,BU_West,2023-07-31,8231.77,0,1,0
PMT-009362,INV-84515,V1085,Consulting,BU_North,2023-07-31,49143.64,0,1,1
PMT-011209,INV-13920,V1084,Office Supplies,BU_South,2023-07-31,4971.04,0,1,1
PMT-012530,INV-53733,V1084,Office Supplies,BU_Central,2023-07-31,2806.98,0,1,0
PMT-010193,INV-89408,V1081,Office Supplies,BU_East,2023-08-01,3302.12,0,1,0
PMT-000286,INV-97177,V1040,IT Services,BU_North,2023-08-01,43549.21,0,1,1
PMT-007846,INV-44287,V1071,IT Services,BU_Central,2023-08-01,18292.71,0,1,0
PMT-010114,INV-92407,V1077,Consulting,BU_North,2023-08-01,13719.52,0,1,1
PMT-010657,INV-54651,V1010,Consulting,BU_North,2023-08-01,49500.14,0,1,1
PMT-014224,INV-58990,V1025,Consulting,BU_East,2023-08-01,42140.82,0,1,0
PMT-005446,INV-18609,V1040,Consulting,BU_South,2023-08-01,43207.84,0,1,1
PMT-005654,INV-65103,V1002,Logistics,BU_Central,2023-08-01,14359.62,0,1,0
PMT-009031,INV-52884,V1099,Office Supplies,BU_West,2023-08-01,870.22,0,1,0
PMT-DUP-000149,INV-13916,V1046,IT Services,BU_East,2023-08-01,46054.07,1,1,0
PMT-004145,INV-48353,V1095,Logistics,BU_West,2023-08-01,2043.15,0,1,0
PMT-DUP-000206,INV-61488,V1027,Logistics,BU_East,2023-08-01,9716.06,1,1,0
PMT-010494,INV-25250,V1033,Office Supplies,BU_South,2023-08-01,4213.47,0,1,1
PMT-009640,INV-43679,V1047,IT Services,BU_Central,2023-08-01,8383.32,0,1,0
PMT-014278,INV-15260,V1033,IT Services,BU_North,2023-08-01,48048.83,0,1,1
PMT-006233,INV-42791,V1056,IT Services,BU_West,2023-08-01,27195.27,0,1,0
PMT-000499,INV-80453,V1096,Facilities,BU_Central,2023-08-01,9239.28,0,1,0
PMT-011224,INV-56887,V1056,Consulting,BU_North,2023-08-01,11243.35,0,1,1
PMT-008216,INV-94082,V1079,Consulting,BU_Central,2023-08-01,16671.35,0,1,0
PMT-013958,INV-34736,V1096,IT Services,BU_Central,2023-08-01,66704.54,0,1,0
PMT-005934,INV-97016,V1053,Facilities,BU_North,2023-08-01,1547.77,1,1,1
PMT-009006,INV-92753,V1074,Consulting,BU_West,2023-08-01,34193.67,0,1,0
PMT-008888,INV-51964,V1060,Consulting,BU_Central,2023-08-01,48679.57,0,1,0
PMT-013078,INV-93293,V1098,Logistics,BU_West,2023-08-01,3422.56,0,1,0
PMT-012397,INV-88781,V1038,Logistics,BU_Central,2023-08-01,11243.24,0,1,0
PMT-014194,INV-81171,V1080,Consulting,BU_South,2023-08-01,35400.89,0,1,1
PMT-006835,INV-95227,V1040,Consulting,BU_South,2023-08-01,45112.73,0,1,1
PMT-DUP-000106,INV-80120,V1052,IT Services,BU_North,2023-08-01,66342.81,1,1,1
PMT-012083,INV-41583,V1065,Office Supplies,BU_Central,2023-08-01,2945.64,0,1,0
PMT-000955,INV-55796,V1011,Logistics,BU_Central,2023-08-01,5577.04,0,1,0
PMT-012178,INV-58311,V1085,Consulting,BU_East,2023-08-01,11765.81,0,1,0
PMT-009571,INV-26841,V1099,IT Services,BU_West,2023-08-01,77809.86,0,1,0
PMT-000246,INV-57953,V1069,IT Services,BU_South,2023-08-01,39174.26,0,1,1
PMT-010955,INV-77850,V1058,IT Services,BU_West,2023-08-01,30684.22,0,1,0
PMT-001758,INV-82653,V1076,Consulting,BU_West,2023-08-01,43069.73,0,1,0
PMT-010030,INV-10892,V1029,Consulting,BU_North,2023-08-01,45905.44,0,1,1
PMT-012317,INV-83748,V1079,Consulting,BU_East,2023-08-01,21067.66,0,1,0
PMT-005357,INV-60641,V1000,Logistics,BU_West,2023-08-01,14162.46,0,1,0
PMT-004648,INV-96249,V1086,Consulting,BU_Central,2023-08-01,47589.13,0,1,0
PMT-010051,INV-74490,V1097,Consulting,BU_North,2023-08-01,45571.29,1,1,1
PMT-007679,INV-96105,V1098,Facilities,BU_East,2023-08-01,6298.72,0,1,0
PMT-007276,INV-52473,V1074,IT Services,BU_West,2023-08-01,28081.21,0,1,0
PMT-003627,INV-29420,V1042,Logistics,BU_North,2023-08-01,4713.99,0,1,1
PMT-010903,INV-26868,V1047,Facilities,BU_West,2023-08-01,2281.98,0,1,0
PMT-004468,INV-89707,V1048,Logistics,BU_North,2023-08-01,9532.23,0,1,1
PMT-003595,INV-58546,V1042,Facilities,BU_West,2023-08-01,5417.81,0,1,0
PMT-012017,INV-79133,V1011,IT Services,BU_South,2023-08-01,15883.16,0,1,1
PMT-006345,INV-89796,V1039,IT Services,BU_North,2023-08-01,56206.77,0,1,1
PMT-006232,INV-24110,V1069,Logistics,BU_South,2023-08-02,14861.54,0,1,1
PMT-008699,INV-23124,V1045,Office Supplies,BU_West,2023-08-02,2208.17,0,1,0
PMT-014184,INV-47740,V1039,IT Services,BU_South,2023-08-02,43088.36,0,1,1
PMT-004748,INV-83997,V1099,IT Services,BU_Central,2023-08-02,53530.26,0,1,0
PMT-006636,INV-58598,V1077,IT Services,BU_East,2023-08-02,17591.95,0,1,0
PMT-DUP-000154,INV-97016,V1053,Facilities,BU_North,2023-08-02,1547.77,1,1,1
PMT-009091,INV-79450,V1062,IT Services,BU_North,2023-08-02,70786.9,1,1,1
PMT-000315,INV-52568,V1002,Office Supplies,BU_East,2023-08-02,665.07,0,1,0
PMT-000546,INV-40149,V1042,IT Services,BU_East,2023-08-02,75704.88,0,1,0
PMT-009870,INV-62637,V1084,Office Supplies,BU_West,2023-08-02,3700.43,0,1,0
PMT-004005,INV-86489,V1098,Facilities,BU_North,2023-08-02,7180.29,1,1,1
PMT-008557,INV-85593,V1029,Logistics,BU_Central,2023-08-02,6977.53,0,1,0
PMT-012873,INV-60344,V1044,IT Services,BU_East,2023-08-02,50788.2,0,1,0
PMT-008957,INV-83358,V1053,Consulting,BU_North,2023-08-02,31661.15,0,1,1
PMT-014446,INV-19218,V1054,IT Services,BU_East,2023-08-02,37973.43,0,1,0
PMT-013396,INV-36740,V1008,IT Services,BU_East,2023-08-02,57725.49,0,1,0
PMT-012156,INV-67277,V1096,Consulting,BU_West,2023-08-02,34495.05,0,1,0
PMT-006138,INV-64720,V1098,Office Supplies,BU_West,2023-08-02,1983.7,0,1,0
PMT-013439,INV-55403,V1090,Consulting,BU_Central,2023-08-02,33229.17,0,1,0
PMT-007652,INV-84480,V1038,Office Supplies,BU_West,2023-08-02,1527.44,0,1,0
PMT-002551,INV-69910,V1036,Office Supplies,BU_West,2023-08-02,2520.85,0,1,0
PMT-011283,INV-11684,V1047,IT Services,BU_North,2023-08-02,46463.0,0,1,1
PMT-007278,INV-67666,V1033,Logistics,BU_North,2023-08-02,4598.09,0,1,1
PMT-006199,INV-49284,V1050,IT Services,BU_West,2023-08-02,50009.3,0,1,0
PMT-013195,INV-61353,V1099,Logistics,BU_South,2023-08-02,14499.16,0,1,1
PMT-001768,INV-91506,V1020,Consulting,BU_East,2023-08-02,13927.78,0,1,0
PMT-011900,INV-10007,V1042,Consulting,BU_South,2023-08-02,39300.03,0,1,1
PMT-014683,INV-87543,V1076,Logistics,BU_West,2023-08-02,2538.95,0,1,0
PMT-011958,INV-73610,V1065,IT Services,BU_South,2023-08-02,24186.73,1,1,1
PMT-002870,INV-93359,V1038,IT Services,BU_North,2023-08-02,7925.48,0,1,1
